Questions	Answers
Can I speak to your manager?	\n **Can I speak to your manager?** \n\n I'm here for you! 
Can I speak to your supervisor	\n **Can I speak to your supervisor** \n\n I'm here for you! 
Can I speak with your boss	\n **Can I speak with your boss** \n\n I'm here for you! 
Can I speak with your director	\n **Can I speak with your director** \n\n I'm here for you! 
Can I speak with your manager	\n **Can I speak with your manager** \n\n I'm here for you! 
Can I speak with your supervisor	\n **Can I speak with your supervisor** \n\n I'm here for you! 
I demand to speak to someone in charge	\n **I demand to speak to someone in charge** \n\n I'm here for you! 
I demand to speak to your boss	\n **I demand to speak to your boss** \n\n I'm here for you! 
I demand to speak to your manager	\n **I demand to speak to your manager** \n\n I'm here for you! 
I demand to speak to your supervisor	\n **I demand to speak to your supervisor** \n\n I'm here for you! 
I demand to speak with someone in charge	\n **I demand to speak with someone in charge** \n\n I'm here for you! 
I demand to speak with your boss	\n **I demand to speak with your boss** \n\n I'm here for you! 
I demand to speak with your manager	\n **I demand to speak with your manager** \n\n I'm here for you! 
I demand to speak with your supervisor	\n **I demand to speak with your supervisor** \n\n I'm here for you! 
I demand to talk to someone in charge	\n **I demand to talk to someone in charge** \n\n I'm here for you! 
I demand to talk to your boss	\n **I demand to talk to your boss** \n\n I'm here for you! 
I demand to talk to your manager	\n **I demand to talk to your manager** \n\n I'm here for you! 
I demand to talk to your supervisor	\n **I demand to talk to your supervisor** \n\n I'm here for you! 
I demand to talk with someone in charge	\n **I demand to talk with someone in charge** \n\n I'm here for you! 
I demand to talk with your boss	\n **I demand to talk with your boss** \n\n I'm here for you! 
I demand to talk with your manager	\n **I demand to talk with your manager** \n\n I'm here for you! 
I demand to talk with your supervisor	\n **I demand to talk with your supervisor** \n\n I'm here for you! 
I need to speak to someone in charge	\n **I need to speak to someone in charge** \n\n I'm here for you! 
I need to speak to your boss	\n **I need to speak to your boss** \n\n I'm here for you! 
I need to speak to your manager	\n **I need to speak to your manager** \n\n I'm here for you! 
I need to speak to your supervisor	\n **I need to speak to your supervisor** \n\n I'm here for you! 
I need to speak with someone in charge	\n **I need to speak with someone in charge** \n\n I'm here for you! 
I need to speak with your boss	\n **I need to speak with your boss** \n\n I'm here for you! 
I need to speak with your manager	\n **I need to speak with your manager** \n\n I'm here for you! 
I need to speak with your supervisor	\n **I need to speak with your supervisor** \n\n I'm here for you! 
I need to talk to someone in charge	\n **I need to talk to someone in charge** \n\n I'm here for you! 
I need to talk to your boss	\n **I need to talk to your boss** \n\n I'm here for you! 
I need to talk to your manager	\n **I need to talk to your manager** \n\n I'm here for you! 
I need to talk to your supervisor	\n **I need to talk to your supervisor** \n\n I'm here for you! 
I need to talk with someone in charge	\n **I need to talk with someone in charge** \n\n I'm here for you! 
I need to talk with your boss	\n **I need to talk with your boss** \n\n I'm here for you! 
I need to talk with your manager	\n **I need to talk with your manager** \n\n I'm here for you! 
I need to talk with your supervisor	\n **I need to talk with your supervisor** \n\n I'm here for you! 
I want to speak to someone in charge	\n **I want to speak to someone in charge** \n\n I'm here for you! 
I want to speak to your boss	\n **I want to speak to your boss** \n\n I'm here for you! 
I want to speak to your manager	\n **I want to speak to your manager** \n\n I'm here for you! 
I want to speak to your supervisor	\n **I want to speak to your supervisor** \n\n I'm here for you! 
I want to speak with someone in charge	\n **I want to speak with someone in charge** \n\n I'm here for you! 
I want to speak with your boss	\n **I want to speak with your boss** \n\n I'm here for you! 
I want to speak with your manager	\n **I want to speak with your manager** \n\n I'm here for you! 
I want to speak with your supervisor	\n **I want to speak with your supervisor** \n\n I'm here for you! 
I want to talk to someone in charge	\n **I want to talk to someone in charge** \n\n I'm here for you! 
I want to talk to your boss	\n **I want to talk to your boss** \n\n I'm here for you! 
I want to talk to your manager	\n **I want to talk to your manager** \n\n I'm here for you! 
I want to talk to your supervisor	\n **I want to talk to your supervisor** \n\n I'm here for you! 
I want to talk with someone in charge	\n **I want to talk with someone in charge** \n\n I'm here for you! 
I want to talk with your boss	\n **I want to talk with your boss** \n\n I'm here for you! 
I want to talk with your manager	\n **I want to talk with your manager** \n\n I'm here for you! 
I want to talk with your supervisor	\n **I want to talk with your supervisor** \n\n I'm here for you! 
What is the name of your boss	\n **What is the name of your boss** \n\n I'm here for you! 
What is the name of your boss?	\n **What is the name of your boss?** \n\n I'm here for you! 
What is the name of your director	\n **What is the name of your director** \n\n I'm here for you! 
What is the name of your director?	\n **What is the name of your director?** \n\n I'm here for you! 
What is the name of your manager	\n **What is the name of your manager** \n\n I'm here for you! 
What is the name of your manager?	\n **What is the name of your manager?** \n\n I'm here for you! 
What is the name of your supervisor	\n **What is the name of your supervisor** \n\n I'm here for you! 
What is your boss' name?	\n **What is your boss' name?** \n\n I'm here for you! 
What is your director's name?	\n **What is your director's name?** \n\n I'm here for you! 
What is your manager's name?	\n **What is your manager's name?** \n\n I'm here for you! 
What is your supervisor's name	\n **What is your supervisor's name** \n\n I'm here for you! 
What's the name of your boss? 	\n **What's the name of your boss? ** \n\n I'm here for you! 
What's the name of your director?	\n **What's the name of your director?** \n\n I'm here for you! 
What's the name of your manager?	\n **What's the name of your manager?** \n\n I'm here for you! 
What's the name of your supervisor	\n **What's the name of your supervisor** \n\n I'm here for you! 
What's your boss' name? 	\n **What's your boss' name? ** \n\n I'm here for you! 
What's your director's name?	\n **What's your director's name?** \n\n I'm here for you! 
What's your manager's name?	\n **What's your manager's name?** \n\n I'm here for you! 
Who bosses you around?	\n **Who bosses you around?** \n\n I'm here for you! 
Who directs you?	\n **Who directs you?** \n\n I'm here for you! 
Who do you answer to?	\n **Who do you answer to?** \n\n I'm here for you! 
Who do you report to? 	\n **Who do you report to? ** \n\n I'm here for you! 
Who do you serve?	\n **Who do you serve?** \n\n I'm here for you! 
Who is in charge of you?	\n **Who is in charge of you?** \n\n I'm here for you! 
Who is your boss?	\n **Who is your boss?** \n\n I'm here for you! 
Who is your director?	\n **Who is your director?** \n\n I'm here for you! 
Who is your leader? 	\n **Who is your leader? ** \n\n I'm here for you! 
Who is your manager?	\n **Who is your manager?** \n\n I'm here for you! 
Who is your master? 	\n **Who is your master? ** \n\n I'm here for you! 
Who supervises you	\n **Who supervises you** \n\n I'm here for you! 
Who tells you what to do?	\n **Who tells you what to do?** \n\n I'm here for you! 
Whom do you serve?	\n **Whom do you serve?** \n\n I'm here for you! 
Who's in charge of you? 	\n **Who's in charge of you? ** \n\n I'm here for you! 
Who's in charge? 	\n **Who's in charge? ** \n\n I'm here for you! 
Who's your boss? 	\n **Who's your boss? ** \n\n I'm here for you! 
Who's your director?	\n **Who's your director?** \n\n I'm here for you! 
Who's your manager?	\n **Who's your manager?** \n\n I'm here for you! 
Who's your supervisor	\n **Who's your supervisor** \n\n I'm here for you! 
Are you around? 	\n **Are you around? ** \n\n I'm here! 
Are you available? 	\n **Are you available? ** \n\n I'm here! 
Are you busy? 	\n **Are you busy? ** \n\n I'm here! 
Are you doing anything? 	\n **Are you doing anything? ** \n\n I'm here! 
Are you free? 	\n **Are you free? ** \n\n I'm here! 
Are you here?	\n **Are you here?** \n\n I'm here! 
Are you there? 	\n **Are you there? ** \n\n I'm here! 
Are you up?	\n **Are you up?** \n\n I'm here! 
Can I ask you a question?	\n **Can I ask you a question?** \n\n I'm here! 
Can I bother you? 	\n **Can I bother you? ** \n\n I'm here! 
Can I bug you?	\n **Can I bug you?** \n\n I'm here! 
Can you spare a few minutes	\n **Can you spare a few minutes** \n\n I'm here! 
Do you have a couple minutes? 	\n **Do you have a couple minutes? ** \n\n I'm here! 
Do you have a few minuites?	\n **Do you have a few minuites?** \n\n I'm here! 
Do you have a minute? 	\n **Do you have a minute? ** \n\n I'm here! 
I need to ask you something	\n **I need to ask you something** \n\n I'm here! 
Is this a good time?	\n **Is this a good time?** \n\n I'm here! 
There? 	\n **There? ** \n\n I'm here! 
Where are you? 	\n **Where are you? ** \n\n I'm here! 
You around?	\n **You around?** \n\n I'm here! 
You available?	\n **You available?** \n\n I'm here! 
You busy?	\n **You busy?** \n\n I'm here! 
You free?	\n **You free?** \n\n I'm here! 
You here?	\n **You here?** \n\n I'm here! 
You online?	\n **You online?** \n\n I'm here! 
